name	city	id_staz	id_reg	lat	lon	name_raw
Crocicchie		S08317	5	42.0559	12.238888	CROCICCHIE
Cropani		S11830	17	38.921968	16.813562	CROPANI
Crotone		S11823	17	39.0845	17.108418	CROTONE
Crucoli		S11819	17	39.449588	17.040718	CRUCOLI
Cucciago		S01312	1	45.740813	9.082205	CUCCIAGO
Cuneo		S00610	3	44.387914	7.536235	CUNEO
Cuneo Gesso		S00611	3	44.394234	7.556017	CUNEO GESSO
Cunico Scandeluzza		S00427	3	45.036947	8.11007	CUNICO SCANDELUZZA
Cupone		S08810	19	41.964628	13.377481	CUPONE
Cupramarittima		S07511	11	43.02349	13.860812	CUPRAMARITTIMA
Cureggio		S00051	3	45.672538	8.456282	CUREGGIO
Curinga		S11972				CURINGA
Cusano		S02700	10	45.945427	12.757485	CUSANO
Cutro		S11826	17	39.02593	16.963809	CUTRO
Cuzzago		S01010	3	45.993682	8.373989	CUZZAGO
Darfo-Corna		S01006				DARFO-CORNA
Decimomannu		S12888	20	39.304593	8.965808	DECIMOMANNU
Dego		S00877	2	44.448003	8.308469	DEGO
Deiva Marina		S04728	2	44.217306	9.519022	DEIVA MARINA
Delebio		S01422	1	46.13865	9.461168	DELEBIO
Derby		S00162	4	45.730289	7.087018	DERBY
Dervio		S01408	1	46.077709	9.30596	DERVIO
Desenzano		S02084	1	45.462677	10.536322	DESENZANO
Desio		S01320	1	45.620112	9.218495	DESIO
Diamante Buonvicino		S11731	17	39.67701	15.824278	DIAMANTE BUONVICINO
Diano Marina		S04511	2	43.909635	8.078433	DIANO MARINA
Dicomano		S06701	13	43.893489	11.519148	DICOMANO
Diecimo - Pescaglia		S06310	13	43.959404	10.507844	DIECIMO - PESCAGLIA
Dittaino		S12240	14	37.564605	14.462429	DITTAINO
Divaca		S44200				DIVACA
Dobbiaco		S02113	9	46.725049	12.225122	DOBBIACO
Dogato		S05174				DOGATO
Dole Ville		S71341				DOLE VILLE
Dolo		S02587	12	45.453466	12.07161	DOLO
Domegliara		S02055	12	45.522348	10.820408	DOMEGLIARA
Domodossola		S01003	3	46.115429	8.296684	DOMODOSSOLA
Donna		S04202	3	44.818902	8.712792	DONNA
Donnafugata		S12412	14	36.882055	14.568968	DONNAFUGATA
Donnaz		S00148	4	45.602713	7.769563	DONNAZ
Dorio		S01407	1	46.102756	9.319063	DORIO
Dormelletto		S01025	3	45.7233	8.581906	DORMELLETTO
Dormelletto Paese		S00980	3	45.730032	8.574324	DORMELLETTO PAESE
Dossobuono		S02330	12	45.392382	10.914831	DOSSOBUONO
Dragoni		S09021				DRAGONI
Dronero		S00722	3	44.464974	7.423245	DRONERO
Dubino		S01405	1	46.172802	9.432188	DUBINO
Dueville		S02146	12	45.635	11.546108	DUEVILLE
Dugo Selo		S72517				DUGO SELO
Duomo Via Vernieri		S09819				DUOMO VIA VERNIERI
Dev.int.dd/AV		S08220	5	42.274228	12.607523	DEV.INT.DD/AV
Eboli		S09824	18	40.611057	15.052382	EBOLI
Eca Nasago'		S00926	3	44.160769	7.965137	ECA NASAGO'
Eccellente		S11788	17	38.809696	16.232598	ECCELLENTE
Edolo		N00235				EDOLO
Egna-Termeno		S02032	9	46.319418	11.257177	EGNA-TERMENO
Egnazia		S11154	16	40.901727	17.329607	EGNAZIA
Ellera Corciano		S07003	6	43.094699	12.318574	ELLERA CORCIANO
Elmas Aeroporto		S12819				ELMAS AEROPORTO
Empoli		S06510	13	43.715708	10.94915	EMPOLI
Enas		S12856	20	40.85706	9.431095	ENAS
Enna		S12238	14	37.581134	14.289579	ENNA
Enziteto/Catino		S11041				ENZITETO/CATINO
Equi Terme		S06226	13	44.170282	10.153624	EQUI TERME
Erba		S01096				ERBA
Erbanno - Angone		N00222				ERBANNO - ANGONE
Este		S02396	12	45.220954	11.662931	ESTE
Exilles		S00251	3	45.08999	6.927344	EXILLES
Firenze S. M. Novella	Firenze	S06421	13	43.776893	11.247373	FIRENZE S.M.N.
Fabriano		S07208	11	43.345429	12.905336	FABRIANO
Fabriano Ca' Maiano		S07059	11	43.345598	12.873939	FABRIANO CA' MAIANO
Fabrica di Roma		S08111	5	42.334416	12.307467	FABRICA DI ROMA
Fabro-Ficulle		S08201	6	42.874851	12.04123	FABRO-FICULLE
Faenza		S05058	8	44.293594	11.883268	FAENZA
Fae'Fortogna		S02557	12	46.239439	12.294121	FAE'FORTOGNA
Fagare		S02762	12	45.70705	12.444296	FAGARE
Fagnano Campana		S07420	19	42.250575	13.562743	FAGNANO CAMPANA
Falciano Mondragone Car.		S09001	18	41.123525	13.971792	FALCIANO MONDRAGONE CAR.
Falconara		S12405	14	37.113529	14.052516	FALCONARA
Falconara Iblea		S12440				FALCONARA IBLEA
Falconara Marittima		S07111	11	43.630577	13.397378	FALCONARA MARITTIMA
Falconara Stadio		S07117	11	43.626158	13.381179	FALCONARA STADIO
Falcone		S12038	14	38.119573	15.080467	FALCONE
Falerna		S11747	17	38.970726	16.14991	FALERNA
Fanna - Cavasso		S03083	10	46.187072	12.7707	FANNA - CAVASSO
Fano		S07105	11	43.842977	13.02478	FANO
Fanzolo		S02575	12	45.708253	11.992069	FANZOLO
Fara		S00112	3	45.550556	8.458049	FARA
Fara Sabina		S08214	5	42.155546	12.648323	FARA SABINA
Farigliano		S00737	3	44.513337	7.90947	FARIGLIANO
Fasano		S11130	16	40.851753	17.3859	FASANO
Fauglia - Lorenzana		S06021	13	43.551831	10.50304	FAUGLIA - LORENZANA
Favazzina		S11771	17	38.258742	15.756625	FAVAZZINA
Favria		S00885				FAVRIA
Federico		S12136	14	38.144862	13.344966	FEDERICO
Felegara - S. Andrea Bagni		S06103	8	44.724809	10.114523	FELEGARA - S. ANDREA BAGNI
Feletto		S00883				FELETTO
Felizzano		S00468	3	44.893367	8.437155	FELIZZANO
Felonica Po		S05162				FELONICA PO
Feltre		S02564	12	46.012884	11.911493	FELTRE
Ferentino-Supino		S08661	5	41.6564	13.246971	FERENTINO-SUPINO
Ferno Lonate Pozzolo		S01138				FERNO LONATE POZZOLO
Feroleto Antica Pianopoli		S11952	17	38.938255	16.36622	FEROLETO ANTICA PIANOPOLI
Ferrandina		S11458	15	40.516566	16.475276	FERRANDINA
Ferrania		S04804	2	44.365136	8.328885	FERRANIA
Ferrara	Ferrara	S05712	8	44.843047	11.603594	FERRARA
Ferrara Aleotti	Ferrara	S05167				FERRARA ALEOTTI
Ferrara P. Reno	Ferrara	S05168				FERRARA P. RENO
Ferrera Lomellina		S00404	1	45.111807	8.862805	FERRERA LOMELLINA
Ferruzzano		S11856	17	38.016304	16.134486	FERRUZZANO
Fi Rovezzano		S06901	13	43.768657	11.307372	FI ROVEZZANO
Fidene		S08235	5	41.979773	12.508451	FIDENE
Fidenza		S05009	8	44.86773	10.06339	FIDENZA
Fiera		S12137	14	38.144004	13.351336	FIERA
Fiesole Caldine		S06953	13	43.833697	11.266047	FIESOLE CALDINE
Figline Valdarno		S06908	13	43.621596	11.473652	FIGLINE VALDARNO
Filattiera		S06165	13	44.33137	9.933352	FILATTIERA
Fildidonna		S12277	14	37.310867	14.808848	FILDIDONNA
Filiano		S11211	15	40.837161	15.752285	FILIANO
Finale Ligure Marina		S04522	2	44.169116	8.34033	FINALE LIGURE MARINA
Fino Mornasco		N00039				FINO MORNASCO
Fiorenzuola		S05007	8	44.928716	9.917403	FIORENZUOLA
Firenze Campo Marte	Firenze	S06900	13	43.776856	11.27702	FIRENZE CAMPO MARTE
Firenze Castello	Firenze	S06419	13	43.819444	11.21838	FIRENZE CASTELLO
Firenze Rifredi	Firenze	S06420	13	43.800873	11.235729	FIRENZE RIFREDI
Firenze Statuto	Firenze	S06430	13	43.787273	11.249738	FIRENZE STATUTO
Fisciano		S09519	18	40.759095	14.77486	FISCIANO
Fiumefreddo Bruzio		S11741	17	39.246369	16.059012	FIUMEFREDDO BRUZIO
Fiumefreddo di Sicilia		S12322	14	37.795247	15.205615	FIUMEFREDDO DI SICILIA
Fiumelatte		S01412	1	45.999017	9.292857	FIUMELATTE
Fiumetorto		S12015	14	37.966939	13.774781	FIUMETORTO
Fiumicino Aeroporto		S08411	5	41.793673	12.251728	FIUMICINO AEROPORTO
Fivizzano - Gassano		S06223	13	44.202672	10.091691	FIVIZZANO - GASSANO
Fivizzano Rometta - Soliera		S06222	13	44.201526	10.05953	FIVIZZANO ROMETTA - SOLIERA
Foggia	Foggia	S11100	16	41.466	15.555816	FOGGIA
Fognano		S06618				FOGNANO
Foligno		S07217	6	42.954261	12.711096	FOLIGNO
Follonica		S06033	13	42.926687	10.755775	FOLLONICA
Fondi - Sperlonga		S08606	5	41.337663	13.424893	FONDI - SPERLONGA
Fontan Saorge		S00621				FONTAN SAORGE
Fontana Liri		S08818				FONTANA LIRI
Fontana Liri Inferiore		S08819				FONTANA LIRI INFERIORE
Fontanafredda		S02702	10	45.967555	12.575266	FONTANAFREDDA
Fontanarosa		S09199				FONTANAROSA
Fontanetto Po		S00174	3	45.191238	8.188697	FONTANETTO PO
Fontaniva		S02534	12	45.634723	11.749038	FONTANIVA
Fontebuona		S06619	13	43.91751	11.265553	FONTEBUONA
Fontecchio		S07421	19	42.222822	13.604445	FONTECCHIO
Fonyod		S03491				FONYOD
Forenza		S11210	15	40.866839	15.725331	FORENZA
Forgaria Bagni Anduins		S03054	10	46.203472	12.964109	FORGARIA BAGNI ANDUINS
Forlimpopoli		S05065	8	44.194165	12.128125	FORLIMPOPOLI
Forli'		S05059	8	44.22413	12.054871	FORLI'
Formia-Gaeta		S08640	5	41.258773	13.605996	FORMIA-GAETA
Fornaci di Barga		S06304	13	44.045253	10.473173	FORNACI DI BARGA
Forno Allione		N00232				FORNO ALLIONE
Fornovo		S06153	8	44.693791	10.102014	FORNOVO
Forte dei Marmi Serravezza Q.		S06011	13	43.97777	10.19936	FORTE DEI MARMI SERRAVEZZA Q.
Fortezza		S02011	22	46.788841	11.609922	FORTEZZA
Fosciandora - Ceserana		S06301	13	44.118559	10.444212	FOSCIANDORA - CESERANA
Fossacesia		S07819	19	42.235097	14.524255	FOSSACESIA
Fossacesia - Torino di Sangro		S07018	19	42.237648	14.525456	FOSSACESIA - TORINO DI SANGRO
Fossalta di Piave		S02667	12	45.624215	12.500393	FOSSALTA DI PIAVE
Fossalta di Portogruaro		S03201	12	45.78324	12.907473	FOSSALTA DI PORTOGRUARO
Fossano		S00606	3	44.550231	7.717971	FOSSANO
Fossato di Vico Gubbio		S07209	6	43.283798	12.757258	FOSSATO DI VICO GUBBIO
Fragneto Monforte		S09506	18	41.247292	14.76486	FRAGNETO MONFORTE
Framura		S04729	2	44.201903	9.555169	FRAMURA
Francavilla		S12361	14	37.899892	15.132812	FRANCAVILLA
Francavilla al Mare		S07813	19	42.421316	14.288062	FRANCAVILLA AL MARE
Francavilla Angitola F.		S11752	17	38.778074	16.215215	FRANCAVILLA ANGITOLA F.
Francavilla Fontana		S11603	16	40.523145	17.584714	FRANCAVILLA FONTANA
Francia		S12139	14	38.155233	13.321938	FRANCIA
Franciosa		S09842				FRANCIOSA
Frascati		S08751	5	41.806881	12.677962	FRASCATI
Frasso		S08806				FRASSO
Frasso T. Dugenta		S09305	18	41.137244	14.459459	FRASSO T. DUGENTA
Fratta		S02374	12	45.038673	11.642598	FRATTA
Frattamaggiore		S09008	18	40.940018	14.263676	FRATTAMAGGIORE
Frattarolo		S11053	16	41.58364	15.861727	FRATTAROLO
Fratte		S09522	18	40.705637	14.778362	FRATTE
Fratte Centro		S02524	12	45.585849	11.906637	FRATTE CENTRO
Fratte Villa Comunale		S09524	18	40.697895	14.779252	FRATTE VILLA COMUNALE
Frosinone		S08662	5	41.625333	13.328728	FROSINONE
Frugarolo Boscomarengo		S04200	3	44.841687	8.682724	FRUGAROLO BOSCOMARENGO
Frutigen		S07478				FRUTIGEN
Funo Centergross		S05726	8	44.593646	11.370672	FUNO CENTERGROSS
Furci		S12313	14	37.961714	15.380022	FURCI
Fuscaldo		S11738	17	39.409692	16.011475	FUSCALDO
Genova P. Principe	Genova	S04700	2	44.417784	8.9207	GENOVA P. PRINCIPE
Gabella Grande		S11871	17	39.146447	17.10991	GABELLA GRANDE
Gaggi		S12358	14	37.858532	15.225095	GAGGI
Gaggiano		S01063	1	45.408827	9.031117	GAGGIANO
Gaggio		S02671	12	45.551893	12.326027	GAGGIO
Gagliole		S07311	11	43.220298	13.07522	GAGLIOLE
Gaibanella		S05800	8	44.778116	11.671325	GAIBANELLA
Gaifana		S07212	6	43.181837	12.784148	GAIFANA
Galati		S12305	14	38.104511	15.505313	GALATI
Galdo		S09900	18	40.569272	15.355627	GALDO
Gallarate		S01030	1	45.659828	8.798243	GALLARATE
Gallese Bassanello		S08113	5	42.3798	12.371998	GALLESE BASSANELLO
Gallese in Teverina		S08210	5	42.380901	12.439732	GALLESE IN TEVERINA
Galliate		N00054				GALLIATE
Galliera		S05721	8	44.737738	11.441551	GALLIERA
Galliera Veneta Tombolo		S02541	12	45.652901	11.828066	GALLIERA VENETA TOMBOLO
Gamalero		S00861	3	44.817476	8.543427	GAMALERO
Gamberale-S. Angelo P.		S07997				GAMBERALE-S. ANGELO P.
Gambettola		S05067	8	44.116718	12.327555	GAMBETTOLA
Gambolo'Remondo'		S00274	1	45.23587	8.79757	GAMBOLO'REMONDO'
Garbagna		S00030	3	45.385552	8.66627	GARBAGNA
Garessio		S00924	3	44.199088	8.015214	GARESSIO
Gargazzone		S02218				GARGAZZONE
Garibaldi		N00090				GARIBALDI
Garlasco		S00276	1	45.198948	8.926829	GARLASCO
Gatteo a Mare		S05816	8	44.170691	12.432057	GATTEO A MARE
Gattinara		S00052	3	45.611523	8.364288	GATTINARA
Gavignano		S08241				GAVIGNANO
Gavirate		N00028				GAVIRATE
Gavirate Verbano		N00029				GAVIRATE VERBANO
Gavorrano		S06036	13	42.947959	10.9338	GAVORRANO
Gazzada Schianno Morazzone		S01207	1	45.77862	8.824815	GAZZADA SCHIANNO MORAZZONE
Gazzo di Bigarello		S02381	1	45.176648	10.894005	GAZZO DI BIGARELLO
Gazzo Pieve S. Giacomo		S01917	1	45.137151	10.189922	GAZZO PIEVE S. GIACOMO
Gela		S12407	14	37.07283	14.259461	GELA
Gemelli		S08326	5	41.927813	12.427797	GEMELLI
Gemona del Friuli		S03019	10	46.274243	13.127978	GEMONA DEL FRIULI
Gemonio		N00031				GEMONIO
Genga S. Vittore Terme		S07206	11	43.403011	12.977163	GENGA S. VITTORE TERME
Genova Acquasanta	Genova	S04107	2	44.458757	8.773197	GENOVA ACQUASANTA
Genova Bolzaneto	Genova	S04218	2	44.459208	8.900193	GENOVA BOLZANETO
Genova Borzoli	Genova	S04109	2	44.434704	8.866648	GENOVA BORZOLI
Genova Brignole	Genova	S04702	2	44.407213	8.947553	GENOVA BRIGNOLE
Genova Cornigliano	Genova	S04538	2	44.414752	8.865035	GENOVA CORNIGLIANO
Genova Costa di Sestri Ponente	Genova	S04110	2	44.433535	8.84553	GENOVA COSTA DI SESTRI PONENTE
Genova Granara	Genova	S04108	2	44.442055	8.823453	GENOVA GRANARA
Genova Marittima S. Limbania	Genova	S04603	2	44.412808	8.911098	GENOVA MARITTIMA S. LIMBANIA
Genova Nervi	Genova	S04707	2	44.381271	9.039895	GENOVA NERVI
Genova P. Principe Sotterranea	Genova	S04701	2	44.414803	8.918041	GENOVA P. PRINCIPE SOTTERRANEA
Genova Pegli	Genova	S04536	2	44.426236	8.816767	GENOVA PEGLI
Genova Pontedecimo	Genova	S04217	2	44.494189	8.905642	GENOVA PONTEDECIMO
Genova Pra	Genova	S04535	2	44.426874	8.785356	GENOVA PRA
Genova Quarto dei Mille	Genova	S04704	2	44.388607	8.99597	GENOVA QUARTO DEI MILLE
Genova Quinto al Mare	Genova	S04705	2	44.385184	9.020514	GENOVA QUINTO AL MARE
Genova Rivarolo	Genova	S04219	2	44.435955	8.89106	GENOVA RIVAROLO
Genova S. Biagio	Genova	S04222	2	44.484399	8.900854	GENOVA S. BIAGIO
Genova Sampierdarena	Genova	S04220	2	44.413102	8.887271	GENOVA SAMPIERDARENA
Genova San Quirico	Genova	S04213				GENOVA SAN QUIRICO
Genova Sestri Ponente	Genova	S04537	2	44.422374	8.847707	GENOVA SESTRI PONENTE
Genova Sturla	Genova	S04703	2	44.397977	8.981466	GENOVA STURLA
Genova Vesima	Genova	S04540	2	44.416176	8.714099	GENOVA VESIMA
Genova Via di Francia	Genova	S04223	2	44.411126	8.90192	GENOVA VIA DI FRANCIA
Genova Voltri	Genova	S04534	2	44.428467	8.758163	GENOVA VOLTRI
Genova Voltri Mare	Genova	S04541				GENOVA VOLTRI MARE
Gerenzano - Turate		N00014				GERENZANO - TURATE
Germagnano		S00096				GERMAGNANO
Ghedi		S01841	1	45.409439	10.280506	GHEDI
Ghemme		S00110	3	45.595882	8.417135	GHEMME
Ghislarengo		S00974	3	45.526006	8.379453	GHISLARENGO
Ghivizzano - Coreglia		S06306	13	44.027583	10.510183	GHIVIZZANO - COREGLIA
Giachery		S12138	14	38.138135	13.355856	GIACHERY
Giampilieri		S12308	14	38.080121	15.493863	GIAMPILIERI
Giarole		S00316	3	45.056125	8.5609	GIAROLE
Giarre Riposto		S12324	14	37.730346	15.193386	GIARRE RIPOSTO
Giave		S12866	20	40.455875	8.729388	GIAVE
Ginosa		S11462	16	40.429201	16.890968	GINOSA
Gioia del Colle		S11505	16	40.796983	16.916569	GIOIA DEL COLLE
Gioia Tauro		S11766	17	38.423436	15.897516	GIOIA TAURO
Gioiosa Jonica		S11848	17	38.300812	16.332501	GIOIOSA JONICA
Giojosa Marea		S12033	14	38.175149	14.894794	GIOJOSA MAREA
Giovi		S06084				GIOVI
Giovinazzo		S11115	16	41.180968	16.669346	GIOVINAZZO
Giubiasco		S00850				GIUBIASCO
Giugliano Qualiano	Giugliano	S09100	18	40.935018	14.10378	GIUGLIANO QUALIANO
Giulianova		S07802	19	42.751673	13.965743	GIULIANOVA
Giuncano		S07225	6	42.647802	12.637694	GIUNCANO
Giuncarico		S06037	13	42.915473	11.008362	GIUNCARICO
Gizzeria Lido		S11748	17	38.933446	16.212563	GIZZERIA LIDO
Glorie		S05809	8	44.483341	12.075736	GLORIE
Godo		S05904	8	44.389322	12.071256	GODO
Gole di Alcantara		S12366	14	37.878403	15.176039	GOLE DI ALCANTARA
Golfo Aranci		S12852	20	40.997261	9.62471	GOLFO ARANCI
Gonzaga-Reggiolo		S02344	1	44.939239	10.815533	GONZAGA-REGGIOLO
Goppestein		S07474				GOPPESTEIN
Gorgo al Monticano		S02766	12	45.784444	12.553737	GORGO AL MONTICANO
Goriano Sicoli		S08535	19	42.082698	13.78286	GORIANO SICOLI
Gorizia Centrale		S03304	10	45.933047	13.60684	GORIZIA CENTRALE
Gozzano		S00015	3	45.741039	8.438726	GOZZANO
Gragnano		S09758	18	40.688964	14.520445	GRAGNANO
Gragnola		S06224	13	44.191069	10.109245	GRAGNOLA
Grammichele		S12272	14	37.209336	14.641256	GRAMMICHELE
Granaiolo		S06801	13	43.652244	10.945223	GRANAIOLO
Granarolo		S05955	8	44.357356	11.937441	GRANAROLO
Grandate - Breccia		N00041				GRANDATE - BRECCIA
Graniti		S12359	14	37.869467	15.208633	GRANITI
Grassano		S11456	15	40.593317	16.241049	GRASSANO
Gravellona Toce		S00007	3	45.934051	8.428346	GRAVELLONA TOCE
Gravina in Puglia		S11306	16	40.825216	16.418926	GRAVINA IN PUGLIA
Greccio		S07403	5	42.462872	12.777009	GRECCIO
Gricignano		S09300	18	40.998742	14.241657	GRICIGNANO
Grignano		S03315	10	45.713308	13.710255	GRIGNANO
Grignasco		S00106	3	45.683288	8.332913	GRIGNASCO
Grigno		S02317	9	46.015059	11.624984	GRIGNO
Grisignano di Zocco		S02579	12	45.48638	11.710762	GRISIGNANO DI ZOCCO
Grisolia S. Maria		S11729	17	39.739731	15.821072	GRISOLIA S. MARIA
Grizzana		S05133	8	44.258292	11.181194	GRIZZANA
Groane		S01927				GROANE
Gropello Cairoli		S00277	1	45.173101	8.991626	GROPELLO CAIROLI
Grosseto		S06039	13	42.76728	11.1065	GROSSETO
Grottaglie		S11602	16	40.528989	17.424503	GROTTAGLIE
Grottammare		S07512	11	42.99381	13.870265	GROTTAMMARE
Grotte		S12372	14	37.409848	13.702717	GROTTE
Grotte S. Stefano		S08301	5	42.51512	12.169372	GROTTE S. STEFANO
Grumello del Monte		S01537	1	45.634102	9.862767	GRUMELLO DEL MONTE
Grumo Appula		S11502	16	41.01199	16.718777	GRUMO APPULA
Gualdo Tadino		S07211	6	43.233475	12.7672	GUALDO TADINO
Guardavalle		S11843	17	38.480266	16.578923	GUARDAVALLE
Guardia Mangano Santa Venerina		S12327	14	37.661812	15.169447	GUARDIA MANGANO SANTA VENERINA
Guardia Piemontese Terme		S11737	17	39.464259	15.979237	GUARDIA PIEMONTESE TERME
Guardiaregia		S09456	7	41.457455	14.553753	GUARDIAREGIA
Guidonia-Montecello-S. Angelo		S08506	5	41.993405	12.725681	GUIDONIA-MONTECELLO-S. ANGELO
Gyekenyes		S00125				GYEKENYES
Hone Bard		S00147	4	45.613918	7.741345	HONE BARD
Horb		S29399				HORB
Igea Marina		S05818	8	44.131972	12.481636	IGEA MARINA
Iglesias		S12950	20	39.310563	8.539786	IGLESIAS
Il Cionfo		S06958				IL CIONFO
Il Cionfo Bin.le Cure		S06957	13	43.786182	11.268501	IL CIONFO BIN.LE CURE
Il Cionfo Bin.salviati		S06951	13	43.798687	11.273076	IL CIONFO BIN.SALVIATI
Il Neto		S06424	13	43.839624	11.182656	IL NETO
Imola		S05054	8	44.359418	11.718723	IMOLA
Imperia Oneglia		S04510	2	43.892321	8.039145	IMPERIA ONEGLIA
Imperia Porto Maurizio		S04509				IMPERIA PORTO MAURIZIO
Incisa		S06907	13	43.656541	11.452728	INCISA
Incisa Scapaccino		S00835	3	44.80052	8.388468	INCISA SCAPACCINO
Incoronata		S11101	16	41.408174	15.650728	INCORONATA
Indicatore		S06914	13	43.480067	11.803468	INDICATORE
Induno Olona		S01204	1	45.846432	8.838357	INDUNO OLONA
Inverigo		S01093				INVERIGO
Ipogeo degli Ottavi		S08330	5	41.968391	12.409026	IPOGEO DEGLI OTTAVI
Iselle di Trasquera		S01952				ISELLE DI TRASQUERA
Iseo		N00210				ISEO
Isernia		S09053	7	41.596946	14.235421	ISERNIA
Isola Capo Rizzuto		S11825	17	39.043084	17.071764	ISOLA CAPO RIZZUTO
Isola del Cantone		S04210	2	44.646589	8.957578	ISOLA DEL CANTONE
Isola della Scala		S05307	12	45.269474	11.013312	ISOLA DELLA SCALA
Isola delle Femmine		S12129	14	38.194784	13.250188	ISOLA DELLE FEMMINE
Isola d'Asti		S00347	3	44.830605	8.175113	ISOLA D'ASTI
Isola Liri		S08858	5	41.681712	13.581088	ISOLA LIRI
Isoletta-S. Giovanni I.		S08665	5	41.527873	13.547095	ISOLETTA-S. GIOVANNI I.
Ispica		S12421	14	36.77804	14.914315	ISPICA
Ispra		S01121	1	45.811573	8.621338	ISPRA
Istrana		S02539	12	45.676539	12.102781	ISTRANA
Itri		S08607	5	41.271328	13.545549	ITRI
Ivrea		S00154	3	45.461542	7.876348	IVREA
Jenbach		S01176				JENBACH
Jesi		S07202	11	43.520164	13.251316	JESI
Joppolo		S11763	17	38.580318	15.897025	JOPPOLO
Kandersteg		S07475				KANDERSTEG
Karlsruhe Hbf		S01800				KARLSRUHE HBF
Knittefeld		S03612				KNITTEFELD
Koeln Hbf		S02100				KOELN HBF
Krizevci		S73107				KRIZEVCI
La Brigue		S00634				LA BRIGUE
La Fiora		S08808	5	41.331487	13.200365	LA FIORA
La Giustiniana		S08321	5	41.985243	12.403457	LA GIUSTINIANA
La Rustica Uir		S08514				LA RUSTICA UIR
La Salle		S00132	4	45.744637	7.061987	LA SALLE
La Spezia Centrale	La Spezia	S06000	2	44.11141	9.813906	LA SPEZIA CENTRALE
La Spezia Migliarina	La Spezia	S06004	2	44.123391	9.84028	LA SPEZIA MIGLIARINA
La Storta		S08320	5	42.001748	12.381254	LA STORTA
Labico		S08654				LABICO
Labro Moggio		S07427	5	42.506131	12.746224	LABRO MOGGIO
Laces		S02207	9	46.619692	10.85863	LACES
Ladispoli-Cerveteri		S08021	5	41.953502	12.081675	LADISPOLI-CERVETERI
Lagonegro		S09911	15	40.120325	15.7627	LAGONEGRO
Laigueglia		S04514	2	43.981283	8.158685	LAIGUEGLIA
Laives		S02029	9	46.43409	11.323533	LAIVES
Lama		S05418	12	45.043466	11.913123	LAMA
Lama di Reno		S05121	8	44.363501	11.216168	LAMA DI RENO
Lambrinia		S01869	1	45.164376	9.527436	LAMBRINIA
Lambrugo - Lurago d'Erba		S01094				LAMBRUGO - LURAGO D'ERBA
Lamezia Terme Centrale		S11749	17	38.921347	16.255577	LAMEZIA TERME CENTRALE
Lamezia Terme Nicastro		S11951	17	38.966779	16.320043	LAMEZIA TERME NICASTRO
Lamezia Terme Sambiase		S11950	17	38.959927	16.284962	LAMEZIA TERME SAMBIASE
Lana-Postal		S02219	9	46.608079	11.182252	LANA-POSTAL
Lancenigo		S02710	12	45.710087	12.265663	LANCENIGO
Lancetti		N00092				LANCETTI
Lanciano		S07986				LANCIANO
Lanuvio		S08733	5	41.672211	12.690885	LANUVIO
Lanzara Fimiani		S09707	18	40.769685	14.68115	LANZARA FIMIANI
Lanzo		S00095				LANZO
Lapio		S09604				LAPIO
Larino		S09466	7	41.80015	14.918226	LARINO
Lasa		S02204	9	46.618617	10.694828	LASA
Lascari		S12018	14	38.011672	13.928633	LASCARI
Laterina		S06912	13	43.496458	11.660573	LATERINA
Latiano		S11606	16	40.558074	17.717629	LATIANO
Latina	Latina	S08608	5	41.538372	12.945888	LATINA
Latisana Lignano B.		S03202	10	45.777733	13.001101	LATISANA LIGNANO B.
Lauriano		S00421	3	45.160761	7.998531	LAURIANO
Lavagna		S04723	2	44.305677	9.346371	LAVAGNA
Laveno Mombello		S01118	1	45.903272	8.624583	LAVENO MOMBELLO
Lavezzola		S05806	8	44.559591	11.880154	LAVEZZOLA
Lavino		S05041	8	44.538306	11.232799	LAVINO
Lavis		S02037	9	46.148306	11.095993	LAVIS
Lavorate		S09708	18	40.78733	14.649875	LAVORATE
Le Cave		S02009				LE CAVE
Le Piagge		S06516	13	43.789684	11.171665	LE PIAGGE
Lecce		S11145	16	40.34566	18.165724	LECCE
Lecco		S01520	1	45.856471	9.393638	LECCO
Lecco Maggianico		S01522	1	45.831179	9.411691	LECCO MAGGIANICO
Leggiuno Monvalle		S01120	1	45.867349	8.629476	LEGGIUNO MONVALLE
Legnago		S02366	12	45.189034	11.304724	LEGNAGO
Legnano		S01033	1	45.593653	8.910638	LEGNANO
Lendinara		S02373	12	45.081816	11.591667	LENDINARA
Lentini		S12341	14	37.300916	14.99758	LENTINI
Lentini Diramazione		S12340	14	37.340009	14.98141	LENTINI DIRAMAZIONE
Leonessa		S11219	15	41.062304	15.595094	LEONESSA
Leonforte-Pirato		S12239	14	37.606305	14.376063	LEONFORTE-PIRATO
Lercara Bassa		S12205	14	37.737639	13.633053	LERCARA BASSA
Lerino		S02578	12	45.518725	11.63567	LERINO
Lesa		S01018	3	45.833042	8.566471	LESA
Lesegno		S00954	3	44.385891	7.94266	LESEGNO
Lesmo		S01501	1	45.644745	9.309318	LESMO
Letojanni		S12316	14	37.877581	15.303128	LETOJANNI
Levada		S02568	12	45.850158	12.006657	LEVADA
Levanto		S04731	2	44.174167	9.616018	LEVANTO
Levata		S02019				LEVATA
Levico		S02309	9	46.005729	11.30493	LEVICO
Lezza - Carpesino		N00075				LEZZA - CARPESINO
Licata		S12400	14	37.106024	13.938114	LICATA
